Unnamed: 0,gold_label,sentence2_has_negation,split
262135,1,0,0
262136,0,0,0
262137,0,0,0
262138,2,0,0
262139,2,0,2
262140,2,1,2
262141,2,0,0
262142,2,1,2
262143,2,0,0
262144,1,0,1
262145,2,0,0
262146,2,1,2
262147,1,0,0
262148,1,0,0
262149,1,0,3
262150,2,0,0
262151,1,0,0
262152,0,0,0
262153,2,0,0
262154,2,0,0
262155,2,0,0
262156,1,0,0
262157,1,0,0
262158,1,0,1
262159,0,0,0
262160,0,0,2
262161,2,0,0
262162,0,0,1
262163,0,0,0
262164,2,0,2
262165,1,0,1
262166,1,0,0
262167,2,0,0
262168,1,0,3
262169,2,0,0
262170,0,0,2
262171,2,0,2
262172,1,0,2
262173,2,0,1
262174,2,0,0
262175,1,1,2
262176,0,1,0
262177,2,0,0
262178,0,0,2
262179,2,0,0
262180,0,0,0
262181,2,0,2
262182,1,0,2
262183,1,0,2
262184,1,0,3
262185,0,1,0
262186,0,0,2
262187,0,0,1
262188,0,1,0
262189,2,0,1
262190,0,0,0
262191,2,0,0
262192,0,0,2
262193,0,0,3
262194,1,0,0
262195,2,0,0
262196,0,1,2
262197,1,0,1
262198,0,0,1
262199,2,0,1
262200,1,0,0
262201,2,0,1
262202,0,0,2
262203,1,0,2
262204,0,0,2
262205,1,0,0
262206,1,0,2
262207,2,0,2
262208,2,0,3
262209,1,0,0
262210,0,0,2
262211,0,0,3
262212,1,0,2
262213,0,0,0
262214,2,0,1
262215,2,0,0
262216,1,0,0
262217,2,0,2
262218,1,0,0
262219,2,1,0
262220,1,0,3
262221,2,0,3
262222,2,0,0
262223,1,0,3
262224,1,0,0
262225,2,0,3
262226,2,0,0
262227,0,0,0
262228,1,0,0
262229,0,0,1
262230,2,0,2
262231,0,0,2
262232,1,0,0
262233,2,0,2
262234,0,0,0
262235,0,1,2
262236,1,0,2
262237,2,0,0
262238,1,0,0
262239,1,0,0
262240,2,0,0
262241,1,0,0
262242,2,0,0
262243,2,0,0
262244,0,0,2
262245,0,0,1
262246,1,0,2
262247,2,0,0
262248,2,0,0
262249,0,0,3
262250,1,0,0
262251,0,0,0
262252,2,0,0
262253,0,0,0
262254,1,0,2
262255,0,0,1
262256,2,0,2
262257,0,0,2
262258,1,0,0
262259,2,0,1
262260,0,0,3
262261,2,0,1
262262,2,0,2
262263,1,0,0
262264,1,0,2
262265,2,0,0
262266,2,0,2
262267,1,0,1
262268,1,0,0
262269,2,0,0
262270,2,0,0
262271,0,0,3
262272,1,0,2
262273,2,0,2
262274,2,0,2
262275,1,0,2
262276,2,0,2
262277,0,0,3
262278,1,0,2
262279,0,0,2
262280,2,0,0
262281,1,0,0
262282,1,0,0
262283,0,0,1
262284,1,0,0
262285,2,0,2
262286,1,0,0
262287,2,0,2
262288,2,0,0
262289,0,0,0
262290,2,0,0
262291,2,0,3
262292,1,0,0
262293,2,0,2
262294,1,0,0
262295,2,0,2
262296,1,0,0
262297,1,0,0
262298,1,0,1
262299,1,0,0
262300,1,0,0
262301,2,0,0
262302,2,0,0
262303,0,0,0
262304,2,0,0
262305,1,0,0
262306,2,0,2
262307,1,0,2
262308,1,0,2
262309,2,0,2
262310,0,0,0
262311,2,0,0
262312,1,0,0
262313,1,0,0
262314,0,0,0
262315,0,0,2
262316,1,0,0
262317,1,0,0
262318,0,1,2
262319,0,0,2
262320,0,0,0
262321,1,0,0
262322,1,0,0
262323,1,0,0
262324,2,0,0
262325,0,0,2
262326,2,0,3
262327,0,0,2
262328,0,1,2
262329,2,0,2
262330,2,0,3
262331,0,0,2
262332,0,0,1
262333,2,0,0
262334,2,0,0
262335,1,0,0
262336,0,1,0
262337,1,0,2
262338,0,0,3
262339,0,0,2
262340,0,0,0
262341,2,0,0
262342,2,0,2
262343,2,0,0
262344,0,0,3
262345,1,0,0
262346,0,0,0
262347,0,0,0
262348,2,0,0
262349,2,0,2
262350,2,0,2
262351,2,0,0
262352,2,0,1
262353,0,0,0
262354,0,0,1
262355,2,0,3
262356,0,1,3
262357,1,0,0
262358,0,0,2
262359,1,0,0
262360,2,0,0
262361,1,0,0
262362,1,0,3
262363,0,0,0
262364,0,0,0
262365,0,0,3
262366,0,0,2
262367,2,0,0
262368,0,0,3
262369,1,0,0
262370,2,0,3
262371,2,0,2
262372,1,1,0
262373,1,0,0
262374,0,0,0
262375,2,0,2
262376,1,0,0
262377,2,0,3
262378,1,0,0
262379,1,0,0
262380,2,0,0
262381,2,0,0
262382,0,0,0
262383,1,0,0
262384,1,0,0
262385,2,0,2
262386,1,0,0
262387,1,0,3
262388,1,0,0
262389,1,0,2
262390,2,1,2
262391,2,0,0
262392,0,1,3
262393,0,0,2
262394,1,0,2
262395,2,0,0
262396,2,0,0
262397,2,0,0
262398,0,0,3
262399,1,0,2
262400,2,0,2
262401,0,0,2
262402,1,0,1
262403,0,0,0
262404,2,0,0
262405,0,1,0
262406,0,0,2
262407,2,0,0
262408,1,0,2
262409,0,0,0
262410,0,0,1
262411,2,0,0
262412,2,0,0
262413,2,0,2
262414,2,0,1
262415,2,0,2
262416,0,0,3
262417,1,0,1
262418,2,0,3
262419,0,0,0
262420,1,1,3
262421,1,0,0
262422,0,0,0
262423,2,0,0
262424,0,0,0
262425,1,0,3
262426,1,0,0
262427,0,0,0
262428,2,0,1
262429,1,0,0
262430,0,0,1
262431,1,0,0
262432,1,0,0
262433,1,0,0
262434,0,0,3
262435,1,0,1
262436,1,0,0
262437,0,0,0
262438,0,0,0
262439,0,0,2
262440,2,0,2
262441,0,0,0
262442,0,0,0
262443,1,0,1
262444,1,0,2
262445,1,0,2
262446,1,0,1
262447,0,0,3
262448,1,0,0
262449,2,1,2
262450,2,0,2
262451,1,0,0
262452,0,1,0
262453,0,0,0
262454,1,0,2
262455,0,0,3
262456,2,0,0
262457,2,0,2
262458,0,0,0
262459,0,0,0
262460,0,1,0
262461,2,0,0
262462,0,0,0
262463,1,0,0
262464,2,0,0
262465,2,0,0
262466,0,0,2
262467,2,0,3
262468,0,0,0
262469,0,0,3
262470,2,0,2
262471,0,0,0
262472,1,0,0
262473,0,0,0
262474,1,0,0
262475,0,1,0
262476,2,0,1
262477,2,0,2
262478,1,0,0
262479,2,0,1
262480,1,0,0
262481,1,0,0
262482,1,0,2
262483,0,0,0
262484,0,0,2
262485,1,0,2
262486,1,0,3
262487,2,0,2
262488,1,0,0
262489,1,0,0
262490,1,0,2
262491,1,0,0
262492,2,0,0
262493,2,0,0
262494,2,0,0
262495,1,0,1
262496,2,0,2
262497,1,0,0
262498,2,0,0
262499,1,0,2
262500,1,0,0
262501,2,0,2
262502,0,0,0
262503,1,0,3
262504,1,0,0
262505,1,0,0
262506,2,0,0
262507,2,0,0
262508,0,0,3
262509,1,0,1
262510,1,0,2
262511,2,0,0
262512,2,0,2
262513,2,0,2
262514,2,0,0
262515,0,0,1
262516,2,0,0
262517,2,0,0
262518,2,0,3
262519,0,1,0
262520,1,0,1
262521,1,0,2
262522,1,0,2
262523,1,0,0
262524,1,0,0
262525,2,0,2
262526,0,0,0
262527,0,0,2
262528,0,0,2
262529,2,0,2
262530,1,0,0
262531,1,0,0
262532,2,0,0
262533,1,0,0
262534,2,0,0
262535,2,0,0
262536,1,0,0
262537,1,0,0
262538,1,0,0
262539,1,0,2
262540,2,0,0
262541,1,0,2
262542,0,0,0
262543,1,0,1
262544,1,0,2
262545,0,0,2
262546,2,0,2
262547,1,0,0
262548,1,0,0
262549,0,1,2
262550,1,0,3
262551,0,0,0
262552,1,0,1
262553,0,0,2
262554,2,0,2
262555,2,0,2
262556,0,1,2
262557,2,0,3
262558,2,0,2
262559,0,0,1
262560,0,0,2
262561,1,0,2
262562,1,1,0
262563,0,0,0
262564,1,0,0
262565,1,0,2
262566,2,0,2
262567,0,0,2
262568,0,1,0
262569,2,0,0
262570,2,0,0
262571,1,0,0
262572,1,0,2
262573,1,0,0
262574,1,0,2
262575,2,0,2
262576,2,0,0
262577,0,0,0
262578,1,0,0
262579,2,0,1
262580,0,0,0
262581,1,0,0
262582,2,0,0
262583,0,0,0
262584,1,0,0
262585,1,0,0
262586,1,0,0
262587,2,0,0
262588,2,0,0
262589,0,0,0
262590,0,0,0
262591,0,0,0
262592,2,0,0
262593,2,0,0
262594,2,0,2
262595,2,0,3
262596,1,0,2
262597,0,0,2
262598,0,0,2
262599,1,0,2
262600,0,0,2
262601,1,0,0
262602,1,0,1
262603,0,0,0
262604,1,0,0
262605,1,0,2
262606,1,0,3
262607,0,0,0
262608,0,0,2
262609,1,0,2
262610,1,0,2
262611,0,0,2
262612,1,0,2
262613,0,0,2
262614,2,0,0
262615,1,0,2
262616,2,0,0
262617,1,0,1
262618,0,1,0
262619,1,0,3
262620,0,0,2
262621,2,0,2
262622,0,0,0
262623,0,1,3
262624,2,0,0
262625,2,0,2
262626,0,1,0
262627,0,1,2
262628,1,0,0
262629,2,0,2
262630,1,0,0
262631,1,0,0
262632,2,0,0
262633,0,0,3
262634,1,0,3
262635,2,0,2
262636,0,0,2
262637,1,0,2
262638,1,0,0
262639,0,0,2
262640,2,0,2
262641,1,0,2
262642,2,0,1
262643,0,1,1
262644,0,0,0
262645,0,0,0
262646,1,0,0
262647,2,0,2
262648,2,0,0
262649,2,0,3
262650,1,0,0
262651,0,0,2
262652,1,0,0
262653,1,0,2
262654,1,1,0
262655,0,0,2
262656,2,0,3
262657,1,0,0
262658,1,0,0
262659,1,0,0
262660,1,0,0
262661,2,0,3
262662,1,0,1
262663,0,0,2
262664,1,0,0
262665,1,0,0
262666,1,0,1
262667,0,0,0
262668,0,0,2
262669,0,0,2
262670,0,0,0
262671,1,0,0
262672,2,0,0
262673,1,0,2
262674,1,0,2
262675,0,0,1
262676,0,0,0
262677,1,0,0
262678,0,0,2
262679,1,0,3
262680,1,0,2
262681,0,1,2
262682,2,0,0
262683,1,0,0
262684,2,0,0
262685,0,0,2
262686,0,0,0
262687,1,0,0
262688,2,0,2
262689,1,0,3
262690,0,1,0
262691,2,0,0
262692,0,0,2
262693,0,0,2
262694,2,0,0
262695,1,0,2
262696,2,0,2
262697,0,0,3
262698,2,0,0
262699,1,0,2
262700,0,0,3
262701,2,0,3
262702,0,0,2
262703,2,0,0
262704,2,0,0
262705,1,0,2
262706,0,0,1
262707,2,0,0
262708,0,0,0
262709,2,0,3
262710,0,0,2
262711,2,0,3
262712,1,0,0
262713,1,0,0
262714,1,0,3
262715,0,0,3
262716,0,0,2
262717,2,0,2
262718,1,1,3
262719,1,0,0
262720,0,0,0
262721,1,0,0
262722,0,0,0
262723,2,0,0
262724,1,0,1
262725,2,0,2
262726,1,0,2
262727,2,0,2
262728,2,0,0
262729,2,0,3
262730,0,0,0
262731,1,1,1
262732,0,0,2
262733,1,0,2
262734,2,0,3
262735,0,0,3
262736,0,0,0
262737,0,0,2
262738,0,0,0
262739,1,0,0
262740,2,0,0
262741,2,0,3
262742,1,0,0
262743,2,0,1
262744,1,0,0
262745,2,0,2
262746,2,0,2
262747,1,0,3
262748,2,0,2
262749,1,0,0
262750,2,0,3
262751,1,0,2
262752,1,0,2
262753,2,0,0
262754,2,0,0
262755,2,0,0
262756,0,0,1
262757,0,0,0
262758,1,0,2
262759,1,0,1
262760,2,0,2
262761,1,0,2
262762,0,0,0
262763,1,0,0
262764,1,0,0
262765,1,0,2
262766,2,0,0
262767,0,1,0
262768,2,0,0
262769,2,0,2
262770,0,0,2
262771,0,0,0
262772,1,0,0
262773,2,0,0
262774,0,0,0
262775,2,0,2
262776,2,0,1
262777,1,0,1
262778,2,0,0
262779,2,0,2
262780,1,0,2
262781,0,0,0
262782,0,0,1
262783,1,0,2
262784,0,0,0
262785,1,0,2
262786,1,0,3
262787,1,0,0
262788,0,0,0
262789,0,0,0
262790,1,0,1
262791,1,0,0
262792,0,0,2
262793,1,0,2
262794,0,0,1
262795,0,0,0
262796,1,0,0
262797,0,0,2
262798,0,1,1
262799,0,0,2
262800,2,0,0
262801,0,1,0
262802,0,0,2
262803,0,0,2
262804,1,0,3
262805,0,1,0
262806,2,0,2
262807,2,1,1
262808,1,0,0
262809,0,0,2
262810,2,0,3
262811,2,0,0
262812,2,0,2
262813,0,0,2
262814,1,0,2
262815,1,0,1
262816,0,0,0
262817,1,0,0
262818,2,0,0
262819,0,0,0
262820,1,0,0
262821,0,0,0
262822,1,0,2
262823,2,0,0
262824,2,0,0
262825,1,0,0
262826,2,0,1
262827,0,0,0
262828,1,0,0
262829,0,0,0
262830,1,0,0
262831,1,0,0
262832,1,0,0
262833,2,0,1
262834,1,0,2
262835,1,0,0
262836,2,0,2
262837,2,0,2
262838,0,0,0
262839,2,0,1
262840,1,0,2
262841,0,0,0
262842,2,0,0
262843,2,0,2
262844,2,0,2
262845,1,0,1
262846,2,0,2
262847,0,0,2
262848,2,0,2
262849,1,0,0
262850,0,0,2
262851,2,0,2
262852,2,0,0
262853,2,1,0
262854,1,0,2
262855,2,0,0
262856,0,0,2
262857,0,0,2
262858,1,0,0
262859,0,0,0
262860,0,0,0
262861,2,0,3
262862,1,0,3
262863,2,0,0
262864,0,1,2
262865,0,0,2
262866,2,0,2
262867,0,0,0
262868,1,0,0
262869,2,0,2
262870,2,0,0
262871,2,0,0
262872,2,0,0
262873,0,0,0
262874,1,0,2
262875,2,0,0
262876,1,0,2
262877,2,0,2
262878,1,0,0
262879,1,1,3
262880,1,0,0
262881,1,0,2
262882,2,0,0
262883,1,0,2
262884,2,0,0
262885,0,1,0
262886,0,0,2
262887,0,0,2
262888,1,0,0
262889,0,1,0
262890,1,0,2
262891,2,0,0
262892,1,0,1
262893,1,0,3
262894,0,0,0
262895,0,0,2
262896,0,0,2
262897,2,0,1
262898,2,0,0
262899,1,0,0
262900,1,0,0
262901,1,0,3
262902,0,0,2
262903,2,0,2
262904,2,0,0
262905,0,0,1
262906,1,0,3
262907,2,0,0
262908,0,1,2
262909,1,1,2
262910,2,0,3
262911,2,0,2
262912,1,0,0
262913,1,0,0
262914,2,0,2
262915,0,0,0
262916,0,0,2
262917,2,0,3
262918,2,0,1
262919,1,0,2
262920,1,0,0
262921,2,0,0
262922,1,0,3
262923,1,0,0
262924,0,0,1
262925,2,0,0
262926,2,0,0
262927,0,0,0
262928,2,0,0
262929,2,0,2
262930,0,0,0
262931,1,0,0
262932,2,0,1
262933,0,0,0
262934,2,0,1
262935,0,1,2
262936,0,0,0
262937,1,0,0
262938,2,0,0
262939,0,0,0
262940,0,0,2
262941,1,0,2
262942,0,0,2
262943,0,0,0
262944,2,0,2
262945,2,0,0
262946,2,0,0
262947,0,0,2
262948,2,0,2
262949,2,0,1
262950,0,0,3
262951,0,0,0
262952,0,0,2
262953,0,1,0
262954,1,0,2
262955,1,0,0
262956,2,0,1
262957,2,0,0
262958,0,0,1
262959,2,0,2
262960,2,0,0
262961,0,0,3
262962,1,0,3
262963,0,0,2
262964,0,0,1
262965,2,0,2
262966,0,0,0
262967,0,0,2
262968,1,0,3
262969,2,0,3
262970,2,0,0
262971,2,0,2
262972,1,0,2
262973,2,0,1
262974,1,0,0
262975,0,0,0
262976,2,0,0
262977,2,0,0
262978,1,0,2
262979,2,0,0
262980,2,0,0
262981,1,0,2
262982,1,0,0
262983,0,1,2
262984,2,0,0
262985,2,0,0
262986,0,1,0
262987,1,0,2
262988,1,0,2
262989,1,0,0
262990,1,0,0
262991,2,0,3
262992,1,0,3
262993,2,0,2
262994,0,0,0
262995,0,0,0
262996,0,0,2
262997,2,0,2
262998,2,0,1
262999,0,0,2
263000,0,0,2
263001,1,0,2
263002,1,0,2
263003,2,0,3
263004,0,0,1
263005,0,0,0
263006,2,0,0
263007,0,0,2
263008,0,0,3
263009,2,0,2
263010,1,0,2
263011,0,0,0
263012,1,0,2
263013,2,0,0
263014,1,0,2
263015,0,0,2
263016,0,0,2
263017,1,0,2
263018,2,0,0
263019,1,0,0
263020,1,0,0
263021,2,0,0
263022,2,0,3
263023,2,0,0
263024,0,0,0
263025,2,0,0
263026,2,0,2
263027,2,0,2
263028,0,0,0
263029,2,0,0
263030,0,0,0
263031,0,0,0
263032,2,0,0
263033,0,0,0
263034,1,0,0
263035,0,0,2
263036,0,0,1
263037,0,0,0
263038,0,1,0
263039,2,0,0
263040,0,0,0
263041,1,0,2
263042,1,0,0
263043,1,0,2
263044,1,0,2
263045,2,0,1
263046,1,0,0
263047,0,1,0
263048,2,0,1
263049,0,0,0
263050,2,0,0
263051,0,0,0
263052,2,0,2
263053,0,0,0
263054,1,0,2
263055,2,0,3
263056,2,0,3
263057,0,0,0
263058,2,0,1
263059,2,0,2
263060,2,0,1
263061,2,0,2
263062,1,0,2
263063,2,0,1
263064,1,0,0
263065,1,0,0
263066,1,0,0
263067,1,0,2
263068,0,1,0
263069,0,0,0
263070,1,0,2
263071,0,1,0
263072,0,0,2
263073,2,0,3
263074,0,0,0
263075,0,0,0
263076,2,0,0
263077,0,0,0
263078,2,0,2
263079,1,0,0
263080,0,0,2
263081,1,0,0
263082,1,0,0
263083,1,0,2
263084,1,0,0
263085,2,0,2
263086,1,0,0
263087,1,0,0
263088,2,0,2
263089,0,0,0
263090,1,0,2
263091,2,0,1
263092,0,0,0
263093,1,1,0
263094,0,0,2
263095,1,0,0
263096,1,0,0
263097,1,0,0
263098,2,0,0
263099,2,0,0
263100,2,0,0
263101,1,0,0
263102,1,0,0
263103,0,0,3
263104,1,0,0
263105,2,0,0
263106,0,0,0
263107,2,0,2
263108,1,0,2
263109,2,0,1
263110,0,1,0
263111,0,0,2
263112,1,0,0
263113,0,0,0
263114,1,0,3
263115,2,0,0
263116,0,0,0
263117,2,1,0
263118,1,0,0
263119,1,0,0
263120,2,0,0
263121,1,0,0
263122,2,0,2
263123,2,0,2
263124,2,0,0
263125,1,0,0
263126,0,0,0
263127,0,0,0
263128,1,0,1
263129,1,0,0
263130,2,0,0
263131,2,0,2
263132,1,0,0
263133,0,0,2
263134,1,0,0
263135,1,0,0
263136,2,0,2
263137,0,0,2
263138,1,0,0
263139,1,0,2
263140,1,0,1
263141,1,0,0
263142,0,0,3
263143,1,0,0
263144,2,0,0
263145,0,0,2
263146,2,0,0
263147,1,0,3
263148,1,0,0
263149,2,0,0
263150,2,0,0
263151,2,0,3
263152,0,0,0
263153,1,0,2
263154,2,0,0
263155,1,0,0
263156,0,0,3
263157,2,0,0
263158,2,0,0
263159,1,0,3
263160,2,0,2
263161,2,0,0
263162,2,0,3
263163,1,0,1
263164,1,0,3
263165,0,0,0
263166,1,0,0
263167,2,0,0
263168,1,0,2
263169,1,0,1
263170,0,0,2
263171,2,0,0
263172,2,0,3
263173,2,0,2
263174,1,0,1
263175,2,0,0
263176,0,0,0
263177,1,1,0
263178,1,0,0
263179,2,0,2
263180,2,0,0
263181,0,0,2
263182,1,0,2
263183,0,0,0
263184,0,0,0
263185,2,0,0
263186,2,0,0
263187,2,0,1
263188,0,0,0
263189,2,0,0
263190,2,0,0
263191,2,0,2
263192,0,0,2
263193,0,0,0
263194,1,0,2
263195,0,0,1
263196,1,0,1
263197,2,0,0
263198,2,0,0
263199,1,0,0
263200,1,0,0
263201,0,0,0
263202,1,0,0
263203,1,0,0
263204,1,0,2
263205,1,0,2
263206,1,0,2
263207,0,0,2
263208,1,0,2
263209,1,0,0
263210,0,1,2
263211,1,0,2
263212,0,0,0
263213,2,0,0
263214,0,0,1
263215,1,0,0
263216,2,1,2
263217,1,0,0
263218,1,0,0
263219,1,0,1
263220,2,0,2
263221,2,0,0
263222,2,0,0
263223,0,1,2
263224,1,0,0
263225,2,0,2
263226,0,0,2
263227,1,0,3
263228,0,0,2
263229,1,0,2
263230,2,0,3
263231,2,0,0
263232,2,0,0
263233,0,0,0
263234,1,0,0
263235,1,0,0
263236,1,0,0
263237,1,0,2
263238,0,1,0
263239,0,1,0
263240,2,0,2
263241,1,0,0
263242,2,0,3
263243,0,0,3
263244,0,0,2
263245,0,0,0
263246,0,0,1
263247,1,0,2
263248,0,0,3
263249,1,0,2
263250,2,0,3
263251,2,0,3
263252,2,0,0
263253,0,1,0
263254,2,0,3
263255,0,0,2
263256,2,0,2
263257,1,0,0
263258,1,0,2
263259,1,0,0
263260,1,0,2
263261,2,0,0
263262,1,0,0
263263,1,0,2
263264,2,0,1
263265,1,0,2
263266,1,0,1
263267,2,0,2
263268,1,0,2
263269,0,0,0
263270,2,0,1
263271,0,0,0
263272,0,0,1
263273,2,0,2
263274,1,0,2
263275,2,0,2
263276,0,0,0
263277,1,0,2
263278,2,0,0
263279,2,0,1
263280,0,1,0
263281,2,0,3
263282,1,0,0
263283,2,0,2
263284,2,0,0
263285,1,0,0
263286,0,0,3
263287,0,0,0
263288,2,0,2
263289,0,1,2
263290,1,0,2
263291,2,0,2
263292,1,0,2
263293,1,0,0
263294,0,0,0
263295,2,0,3
263296,1,0,3
263297,2,0,0
263298,2,0,0
263299,2,0,2
263300,2,0,2
263301,2,0,0
263302,2,0,0
263303,1,0,0
263304,2,0,0
263305,0,0,0
263306,1,0,2
263307,1,0,0
263308,2,0,1
263309,1,0,0
263310,0,0,0
263311,1,0,2
263312,0,1,2
263313,1,0,0
263314,1,0,0
263315,0,1,2
263316,0,0,0
263317,1,0,0
263318,2,0,0
263319,1,0,2
263320,1,0,1
263321,0,0,0
263322,1,0,2
263323,2,0,0
263324,0,0,2
263325,0,0,0
263326,1,0,1
263327,1,0,1
263328,1,0,0
263329,2,0,0
263330,1,0,1
263331,2,0,0
263332,2,0,1
263333,1,0,1
263334,1,0,3
263335,1,0,0
263336,2,0,0
263337,0,0,2
263338,2,0,0
263339,2,0,0
263340,2,0,3
263341,2,0,0
263342,2,0,0
263343,0,0,0
263344,2,0,2
263345,1,0,2
263346,1,0,1
263347,0,0,2
263348,0,0,0
263349,0,1,1
263350,1,0,2
263351,1,0,0
263352,2,0,0
263353,2,0,0
263354,1,0,0
263355,0,0,0
263356,2,0,2
263357,0,0,2
263358,1,0,0
263359,0,0,0
263360,2,0,0
263361,1,0,0
263362,2,0,1
263363,0,1,0
263364,2,0,1
263365,2,0,1
263366,0,0,0
263367,0,0,2
263368,2,0,2
263369,2,0,2
263370,2,0,2
263371,1,0,2
263372,2,0,0
263373,1,0,2
263374,1,0,2
263375,2,0,0
263376,2,0,1
263377,0,0,0
263378,2,0,0
263379,2,0,2
263380,1,0,0
263381,1,0,0
263382,1,0,1
263383,1,0,2
263384,0,0,0
263385,1,0,1
263386,2,0,0
263387,2,0,0
263388,2,0,2
263389,1,0,0
263390,0,0,0
263391,1,1,2
263392,0,0,2
263393,0,0,0
263394,0,0,3
263395,2,0,0
263396,0,0,2
263397,0,1,0
263398,0,0,0
263399,1,0,1
263400,1,1,0
263401,1,0,2
263402,2,0,2
263403,1,0,0
263404,0,1,0
263405,1,0,0
263406,0,1,0
263407,2,0,0
263408,1,0,2
263409,1,0,0
263410,0,0,0
263411,1,0,2
263412,1,0,3
263413,2,0,0
263414,1,0,2
263415,0,0,1
263416,1,0,0
263417,0,0,0
263418,1,0,3
263419,0,0,0
263420,1,0,0
263421,1,0,2
263422,2,0,3
263423,0,0,3
263424,1,0,2
263425,1,0,2
263426,0,0,2
263427,2,0,0
263428,1,0,0
263429,0,0,0
263430,2,0,2
263431,2,0,2
263432,0,0,0
263433,2,0,3
263434,2,0,2
263435,1,0,0
263436,0,1,2
263437,2,0,0
263438,2,0,2
263439,1,0,0
263440,2,0,0
263441,1,0,3
263442,0,0,3
263443,2,0,0
263444,2,0,2
263445,2,0,2
263446,2,0,3
263447,2,0,3
263448,2,0,3
263449,2,0,2
263450,2,0,0
263451,1,0,1
263452,2,0,0
263453,2,0,0
263454,1,0,3
263455,1,0,0
263456,1,0,0
263457,1,0,0
263458,0,0,0
263459,2,0,1
263460,2,0,2
263461,0,0,0
263462,0,0,1
263463,0,0,0
263464,2,0,2
263465,0,0,2
263466,2,0,0
263467,1,0,0
263468,0,0,0
263469,2,0,0
263470,1,0,0
263471,2,0,2
263472,1,0,0
263473,0,0,0
263474,2,0,0
263475,0,0,2
263476,0,0,2
263477,1,0,0
263478,1,0,2
263479,2,0,2
263480,2,0,2
263481,0,0,2
263482,2,0,0
263483,1,0,0
263484,2,0,0
263485,2,0,0
263486,2,0,3
263487,0,0,1
263488,2,0,0
263489,0,0,0
263490,0,1,0
263491,0,0,0
263492,0,0,3
263493,2,0,2
263494,0,0,3
263495,2,0,1
263496,2,0,2
263497,0,0,0
263498,0,0,0
263499,1,0,1
263500,1,0,0
263501,1,1,0
263502,2,0,2
263503,1,0,1
263504,1,0,3
263505,0,1,2
263506,2,0,1
263507,1,0,3
263508,0,0,0
263509,2,0,0
263510,0,1,0
263511,2,0,3
263512,0,0,0
263513,2,0,2
263514,1,0,0
263515,0,0,2
263516,2,0,2
263517,2,0,2
263518,1,0,2
263519,1,0,0
263520,0,1,0
263521,2,0,0
263522,1,0,2
263523,1,0,0
263524,2,0,2
263525,2,0,0
263526,0,1,0
263527,1,0,0
263528,0,0,3
263529,0,0,0
263530,0,0,0
263531,2,0,2
263532,0,0,2
263533,2,0,0
263534,0,1,0
263535,1,0,0
263536,1,0,2
263537,2,0,0
263538,1,0,3
263539,1,0,0
263540,2,0,2
263541,1,0,2
263542,0,0,0
263543,2,0,2
263544,2,0,0
263545,2,0,2
263546,0,0,2
263547,0,0,0
263548,0,0,2
263549,2,0,0
263550,1,0,0
263551,1,0,2
263552,0,0,3
263553,2,0,1
263554,0,1,0
263555,1,0,2
263556,1,0,0
263557,2,0,0
263558,0,1,0
263559,1,0,0
263560,0,0,3
263561,1,0,0
263562,0,1,1
263563,2,0,0
263564,1,0,2
263565,2,0,1
263566,2,0,0
263567,0,0,3
263568,2,0,0
263569,2,0,0
263570,1,0,0
263571,2,0,3
263572,2,0,0
263573,0,1,1
263574,0,0,2
263575,0,1,1
263576,1,0,2
263577,1,0,0
263578,2,1,0
263579,2,0,2
263580,0,0,2
263581,2,0,2
263582,1,0,1
263583,0,0,1
263584,2,0,0
263585,1,0,0
263586,0,0,0
263587,2,0,0
263588,2,0,1
263589,1,0,2
263590,2,0,2
263591,1,0,0
263592,0,0,2
263593,0,0,0
263594,2,0,1
263595,1,0,2
263596,1,0,0
263597,2,0,0
263598,2,0,2
263599,2,0,0
263600,1,0,2
263601,0,0,0
263602,1,0,3
263603,1,0,0
263604,0,1,0
263605,2,0,0
263606,1,0,0
263607,1,0,0
263608,2,0,1
263609,1,0,0
263610,0,0,2
263611,2,0,1
263612,2,0,2
263613,0,0,0
263614,0,0,1
263615,0,0,2
263616,1,0,2
263617,1,0,0
263618,0,0,2
263619,0,0,2
263620,2,0,0
263621,1,0,0
263622,2,0,2
263623,2,0,0
263624,0,1,1
263625,2,0,0
263626,1,0,0
263627,2,0,1
263628,1,0,3
263629,2,0,0
263630,0,0,0
263631,2,1,2
263632,1,0,0
263633,2,0,2
263634,0,1,0
263635,1,0,0
263636,1,0,0
263637,0,0,2
263638,0,0,0
263639,1,0,2
263640,0,0,0
263641,1,0,1
263642,0,1,0
263643,1,0,0
263644,2,0,0
263645,2,0,2
263646,2,1,2
263647,0,0,2
263648,1,0,0
263649,1,0,0
263650,0,0,2
263651,0,0,2
263652,1,0,2
263653,2,0,0
263654,2,0,0
263655,1,0,0
263656,0,0,0
263657,2,0,2
263658,1,0,0
263659,2,0,0
263660,2,0,0
263661,1,0,2
263662,1,0,3
263663,2,0,3
263664,2,0,0
263665,0,0,0
263666,0,1,0
263667,0,0,3
263668,1,0,0
263669,2,0,0
263670,0,0,0
263671,0,0,0
263672,1,0,0
263673,0,1,3
263674,1,0,3
263675,2,0,1
263676,2,1,0
263677,2,0,1
263678,1,0,3
263679,0,0,0
263680,2,0,0
263681,2,0,2
263682,0,0,0
263683,2,0,3
263684,0,0,2
263685,2,0,3
263686,2,0,2
